,stock_symbol,m_date,gt_index_lag1,adjusted_gt_index_lag1,open_monday,open_tuesday,close_thursday,close_friday,dji_return,percent_change,abs_percent_change,excess_percent_change,abs_excess_percent_change,postive_change_dummy,postive_excess_change_dummy,adjusted_gt_index_lag2,adjusted_gt_index_lag3,adjusted_gt_index_lag4,Monday,Tuesday,Wednesday,Thursday,Friday,open_days,Volume_mean,Volume_std,standarized_weekly_volume,standarized_weekly_volume_lag1,standarized_weekly_volume_lag2,standarized_weekly_volume_lag3
10,AAPL,2013-12-09,18,-0.5283564934972144,80.128571,80.511429,80.077141,79.204285,1.6488032898787524,1.1535036610099973,1.1535036610099973,-0.495299628868755,0.495299628868755,1.0,0.0,-0.3131383197901945,-0.6359655803507243,-0.6897701237774793,80123400.0,69567400.0,89929700.0,65572500.0,83205500.0,5,53244469.45983379,36201270.37996445,0.6749826810964583,1.4203443691474316,0.7947906313279623,0.09483453216233728
11,AAPL,2013-12-16,19,-0.4745519500704594,79.288574,79.40142800000002,77.779999,78.431427,-2.9286279502711436,1.0810473145853243,1.0810473145853243,4.009675264856468,4.009675264856468,1.0,1.0,-0.5283564934972144,-0.3131383197901945,-0.6359655803507243,70648200.0,57475600.0,141465800.0,80077200.0,109103400.0,5,53244469.45983379,36201270.37996445,1.0637629601385283,0.6749826810964583,1.4203443691474316,0.7947906313279623
12,AAPL,2013-12-23,21,-0.36694286321694947,81.14286,81.41285699999997,80.557144,80.012856,-1.560285086516397,1.3926105143446996,1.3926105143446996,2.9528956008610967,2.9528956008610967,1.0,1.0,-0.4745519500704594,-0.5283564934972144,-0.3131383197901945,125326600.0,41888700.0,0.0,51002000.0,56471100.0,4,53244469.45983379,36201270.37996445,0.4261626837467177,1.0637629601385283,0.6749826810964583,1.4203443691474316
13,AAPL,2013-12-30,17,-0.5821610369239694,79.637146,79.16714499999998,79.01857,77.28286,0.08807985318402119,2.956266162526721,2.956266162526721,2.8681863093426996,2.8681863093426996,1.0,1.0,-0.36694286321694947,-0.4745519500704594,-0.5283564934972144,63407400.0,55771100.0,0.0,58671200.0,98116900.0,4,53244469.45983379,36201270.37996445,0.4349897220425023,0.4261626837467177,1.0637629601385283,0.6749826810964583
14,AAPL,2014-01-06,17,-0.5821610369239694,76.778572,77.760002,76.645714,76.13428499999998,0.2245246709598532,0.8391494960338932,0.8391494960338932,0.61462482507404,0.61462482507404,1.0,1.0,-0.5821610369239694,-0.36694286321694947,-0.4745519500704594,103152700.0,79302300.0,64632400.0,69787200.0,76244000.0,5,53244469.45983379,36201270.37996445,0.7010596665196679,0.4349897220425023,0.4261626837467177,1.0637629601385283
15,AAPL,2014-01-13,18,-0.5283564934972144,75.701431,76.888573,79.178574,77.238571,-0.1492710616286788,-2.0305296474514383,2.0305296474514383,-1.8812585858227595,1.8812585858227595,0.0,0.0,-0.5821610369239694,-0.5821610369239694,-0.36694286321694947,94623200.0,83140400.0,97909700.0,57319500.0,106684900.0,5,53244469.45983379,36201270.37996445,0.9582832363630515,0.7010596665196679,0.4349897220425023,0.4261626837467177
16,AAPL,2014-01-20,19,-0.4745519500704594,,77.284286,79.454285,78.010002,3.5248172946393823,-0.9390214202147195,,-4.463838714854102,4.463838714854102,0.0,0.0,-0.5283564934972144,-0.5821610369239694,-0.5821610369239694,0.0,82131700.0,94996300.0,100809800.0,107338700.0,4,53244469.45983379,36201270.37996445,1.1898658552050656,0.9582832363630515,0.7010596665196679,0.4349897220425023
17,AAPL,2014-01-27,36,0.4401252881843749,78.581429,72.68,71.397141,71.514282,1.1348298431764996,8.993406062900696,8.993406062900695,7.858576219724197,7.858576219724197,1.0,1.0,-0.4745519500704594,-0.5283564934972144,-0.5821610369239694,138719700.0,266380800.0,125702500.0,169625400.0,116199300.0,5,53244469.45983379,36201270.37996445,3.0408068386763145,1.1898658552050656,0.9582832363630515,0.7010596665196679
18,AAPL,2014-02-03,22,-0.3131383197901945,71.80143000000002,72.264282,73.215714,74.239998,-0.6140371313208545,-3.396266620316579,3.396266620316579,-2.782229488995725,2.782229488995725,0.0,0.0,0.4401252881843749,-0.4745519500704594,-0.5283564934972144,100366000.0,94170300.0,82086200.0,64441300.0,92570100.0,5,53244469.45983379,36201270.37996445,0.9248932479092489,3.0408068386763145,1.1898658552050656,0.9582832363630515
19,AAPL,2014-02-10,22,-0.3131383197901945,74.094284,75.80143000000002,77.775711,77.71285999999998,-2.2842105815605622,-4.883745148276183,4.883745148276183,-2.5995345667156204,2.5995345667156204,0.0,0.0,-0.3131383197901945,0.4401252881843749,-0.4745519500704594,86389800.0,70564200.0,77025200.0,76849500.0,68231100.0,5,53244469.45983379,36201270.37996445,0.623389464051962,0.9248932479092489,3.0408068386763145,1.1898658552050656
20,AAPL,2014-02-17,19,-0.4745519500704594,,78.0,75.878571,75.035713,0.3136685462231135,3.8003679487179474,,3.4866994024948337,3.4866994024948337,1.0,1.0,-0.3131383197901945,-0.3131383197901945,0.4401252881843749,0.0,65062900.0,78442000.0,76464500.0,69696200.0,4,53244469.45983379,36201270.37996445,0.5295927556944766,0.623389464051962,0.9248932479092489,3.0408068386763145
21,AAPL,2014-02-24,20,-0.4207474066437044,74.735718,75.62571700000002,75.38143199999998,75.177139,-1.362791931767984,-0.5906426161584359,0.5906426161584359,0.772149315609548,0.772149315609548,0.0,1.0,-0.4745519500704594,-0.3131383197901945,-0.3131383197901945,72227400.0,57988000.0,69054300.0,75470500.0,92992200.0,5,53244469.45983379,36201270.37996445,0.5608093397573786,0.5295927556944766,0.623389464051962,0.9248932479092489
22,AAPL,2014-03-03,18,-0.5283564934972144,74.774284,75.85714,75.821426,75.77714499999998,-0.8026777973205079,-1.3411843569107016,1.3411843569107016,-0.5385065595901937,0.5385065595901937,0.0,0.0,-0.4207474066437044,-0.4745519500704594,-0.3131383197901945,59695300.0,64785000.0,50015700.0,46372200.0,55182400.0,5,53244469.45983379,36201270.37996445,0.05429783318471867,0.5608093397573786,0.5295927556944766,0.623389464051962
23,AAPL,2014-03-10,14,-0.7435746672042342,75.480003,76.492859,75.807144,74.955711,2.3547519689729097,0.6946104652380614,0.6946104652380614,-1.6601415037348484,1.6601415037348484,1.0,0.0,-0.5283564934972144,-0.4207474066437044,-0.4745519500704594,44646000.0,69806100.0,49831600.0,64435700.0,59299800.0,5,53244469.45983379,36201270.37996445,0.12042037460041445,0.05429783318471867,0.5608093397573786,0.5295927556944766
24,AAPL,2014-03-17,11,-0.904988297484499,75.385712,75.128571,75.528572,76.12428299999998,-1.4713928054592913,-0.9797227888488723,0.9797227888488724,0.491670016610419,0.491670016610419,0.0,1.0,-0.7435746672042342,-0.5283564934972144,-0.4207474066437044,49886200.0,52411800.0,56189000.0,52099600.0,93511600.0,5,53244469.45983379,36201270.37996445,0.20925151136018355,0.12042037460041445,0.05429783318471867,0.5608093397573786
25,AAPL,2014-03-24,12,-0.8511837540577442,76.91714499999998,77.35714,76.779999,76.694283,-0.12132096528303837,0.2897429435270615,0.2897429435270615,0.41106390881009985,0.41106390881009985,1.0,1.0,-0.904988297484499,-0.7435746672042342,-0.5283564934972144,88925200.0,70573300.0,74942000.0,55507900.0,50141000.0,5,53244469.45983379,36201270.37996445,0.4080909422544059,0.20925151136018355,0.12042037460041445,0.05429783318471867
26,AAPL,2014-03-31,12,-0.8511837540577442,77.03286,76.822861,76.970001,75.974289,-0.5420853950748639,1.3741810962230931,1.3741810962230931,1.916266491297957,1.916266491297957,1.0,1.0,-0.8511837540577442,-0.904988297484499,-0.7435746672042342,42167300.0,50190000.0,45105200.0,40586000.0,68812800.0,5,53244469.45983379,36201270.37996445,-0.10696335844547773,0.4080909422544059,0.20925151136018355,0.12042037460041445
27,AAPL,2014-04-07,12,-0.8511837540577442,75.431427,75.02714499999998,74.78286,74.230003,2.3601610913252857,1.5927366719444442,1.5927366719444442,-0.7674244193808415,0.7674244193808415,1.0,0.0,-0.8511837540577442,-0.8511837540577442,-0.904988297484499,72462600.0,60972100.0,51542400.0,59913000.0,67929400.0,5,53244469.45983379,36201270.37996445,0.25743379838194946,-0.10696335844547773,0.4080909422544059,0.20925151136018355
28,AAPL,2014-04-14,10,-0.958792840911254,74.557144,74.324287,74.99143199999997,,-2.372361762076812,-0.5824901232804477,,1.7898716387963645,1.7898716387963645,0.0,1.0,-0.8511837540577442,-0.8511837540577442,-0.8511837540577442,51418500.0,66622500.0,53691400.0,71083600.0,0.0,4,53244469.45983379,36201270.37996445,0.20605714832302335,0.25743379838194946,-0.10696335844547773,0.4080909422544059
29,AAPL,2014-04-21,30,0.11729802762384517,75.048569,75.47285500000002,81.110001,81.705711,0.28923269310594574,-8.870444951455362,8.870444951455362,-9.159677644561308,9.159677644561308,0.0,0.0,-0.958792840911254,-0.8511837540577442,-0.8511837540577442,45637200.0,50640800.0,98735000.0,189977900.0,97568800.0,5,53244469.45983379,36201270.37996445,1.195192049506432,0.20605714832302335,0.25743379838194946,-0.10696335844547773
30,AAPL,2014-04-28,21,-0.36694286321694947,81.828575,84.82,84.497147,84.654289,-0.9147992337448791,-3.4532117906244912,3.4532117906244912,-2.538412556879612,2.538412556879612,0.0,0.0,0.11729802762384517,-0.958792840911254,-0.8511837540577442,167371400.0,84344400.0,114160200.0,61012000.0,47878600.0,5,53244469.45983379,36201270.37996445,1.1521377593215603,1.195192049506432,0.20605714832302335,0.25743379838194946
31,AAPL,2014-05-05,19,-0.4745519500704594,84.305717,85.971428,83.998573,83.648575,-0.4457356652886825,0.7794750147252854,0.7794750147252854,1.225210680013968,1.225210680013968,1.0,1.0,-0.36694286321694947,0.11729802762384517,-0.958792840911254,71766800.0,93641100.0,70716100.0,57574300.0,72899400.0,5,53244469.45983379,36201270.37996445,0.5545404989786417,1.1521377593215603,1.195192049506432,0.20605714832302335
32,AAPL,2014-05-12,17,-0.5821610369239694,83.927139,84.571426,84.117142,85.358574,0.5638274291503879,-1.7055686838079964,1.7055686838079964,-2.2693961129583844,2.2693961129583844,0.0,0.0,-0.4745519500704594,-0.36694286321694947,0.11729802762384517,53302200.0,39934300.0,41601000.0,57711500.0,69064100.0,5,53244469.45983379,36201270.37996445,-0.025464561054299076,0.5545404989786417,1.1521377593215603,1.195192049506432
33,AAPL,2014-05-19,21,-0.36694286321694947,85.407143,86.358574,86.752853,87.732857,-0.7029561212985739,-2.7230907372700557,2.7230907372700557,-2.020134615971482,2.020134615971482,0.0,0.0,-0.5821610369239694,-0.4745519500704594,-0.36694286321694947,79438800.0,58709000.0,49214900.0,50190000.0,58052400.0,5,53244469.45983379,36201270.37996445,0.16232995357584404,-0.025464561054299076,0.5545404989786417,1.1521377593215603
34,AAPL,2014-05-26,22,-0.3131383197901945,,87.982857,90.76857,90.428574,-0.6608491897926491,-2.7797653808855083,,-2.1189161910928593,2.1189161910928593,0.0,0.0,-0.36694286321694947,-0.5821610369239694,-0.4745519500704594,0.0,87216500.0,78870400.0,94118500.0,141005200.0,4,53244469.45983379,36201270.37996445,1.2999041206634148,0.16232995357584404,-0.025464561054299076,0.5545404989786417
35,AAPL,2014-06-02,31,0.17110257105060012,90.565712,89.779999,92.478569,92.224289,-1.240841981902645,-1.8313520242627739,1.8313520242627737,-0.5905100423601288,0.5905100423601288,0.0,0.0,-0.3131383197901945,-0.36694286321694947,-0.5821610369239694,92337700.0,73177300.0,83870500.0,75951400.0,87484600.0,5,53244469.45983379,36201270.37996445,0.8099116476418804,1.2999041206634148,0.16232995357584404,-0.025464561054299076
36,AAPL,2014-06-09,48,1.0857798093054345,92.699997,94.730003,92.290001,91.279999,0.8882141837164377,1.5318209772973268,1.5318209772973268,0.6436067935808891,0.6436067935808891,1.0,1.0,0.17110257105060012,-0.3131383197901945,-0.36694286321694947,75415000.0,62777000.0,45681000.0,54749000.0,54525000.0,5,53244469.45983379,36201270.37996445,0.14874976716691385,0.8099116476418804,1.2999041206634148,0.16232995357584404
37,AAPL,2014-06-16,29,0.06349348419709021,91.510002,92.309998,91.860001,90.910004,-1.0826928839696854,0.6556638475431346,0.6556638475431346,1.73835673151282,1.73835673151282,1.0,1.0,1.0857798093054345,0.17110257105060012,-0.3131383197901945,35561000.0,29726000.0,33514000.0,35528000.0,100898000.0,5,53244469.45983379,36201270.37996445,-0.1712390033490278,0.14874976716691385,0.8099116476418804,1.2999041206634148
38,AAPL,2014-06-23,23,-0.25933377636343957,91.32,90.75,90.900002,91.980003,0.5585823385359912,-0.7227365308804241,0.7227365308804241,-1.2813188694164153,1.2813188694164153,0.0,0.0,0.06349348419709021,1.0857798093054345,0.17110257105060012,43694000.0,39036000.0,36869000.0,32629000.0,64029000.0,5,53244469.45983379,36201270.37996445,-0.2760419552945978,-0.1712390033490278,0.14874976716691385,0.8099116476418804
39,AAPL,2014-06-30,22,-0.3131383197901945,92.099998,93.519997,94.029999,,-1.2803421275075544,-2.095549448328983,,-0.8152073208214285,0.8152073208214285,0.0,0.0,-0.25933377636343957,0.06349348419709021,1.0857798093054345,49482300.0,38223000.0,28465000.0,22891800.0,0.0,4,53244469.45983379,36201270.37996445,-0.5104501655848228,-0.2760419552945978,-0.1712390033490278,0.14874976716691385
40,AAPL,2014-07-07,23,-0.25933377636343957,94.139999,96.269997,95.040001,95.220001,0.7033563417555153,-1.1472296701426492,1.1472296701426492,-1.8505860118981645,1.8505860118981645,0.0,0.0,-0.3131383197901945,-0.25933377636343957,0.06349348419709021,56468000.0,65222000.0,36436000.0,39686000.0,34018000.0,5,53244469.45983379,36201270.37996445,-0.1900063005424438,-0.5104501655848228,-0.2760419552945978,-0.1712390033490278
41,AAPL,2014-07-14,25,-0.15172468950992965,95.860001,96.800003,93.089996,94.43,-0.8804826799892747,1.4917598425645646,1.4917598425645646,2.3722425225538393,2.3722425225538393,1.0,1.0,-0.25933377636343957,-0.3131383197901945,-0.25933377636343957,42810000.0,45477900.0,53396300.0,57298000.0,49988000.0,5,53244469.45983379,36201270.37996445,-0.09531238610188193,-0.1900063005424438,-0.5104501655848228,-0.2760419552945978
42,AAPL,2014-07-21,32,0.2249071144773551,94.989998,94.68,97.029999,97.669998,0.7870032244236509,-2.8213496751521214,2.821349675152122,-3.608352899575772,3.608352899575772,0.0,0.0,-0.15172468950992965,-0.25933377636343957,-0.3131383197901945,39079000.0,55197000.0,92918000.0,45729000.0,43469000.0,5,53244469.45983379,36201270.37996445,0.056183954839658976,-0.09531238610188193,-0.1900063005424438,-0.5104501655848228
43,AAPL,2014-07-28,28,0.009688940770335242,97.82,99.330002,95.599998,96.129997,2.7336408032803314,1.7276661214475468,1.7276661214475468,-1.0059746818327846,1.0059746818327846,1.0,0.0,0.2249071144773551,-0.15172468950992965,-0.25933377636343957,55318000.0,43143000.0,33010000.0,56843000.0,48511000.0,5,53244469.45983379,36201270.37996445,-0.16241058388624335,0.056183954839658976,-0.09531238610188193,-0.1900063005424438
44,AAPL,2014-08-04,21,-0.36694286321694947,96.370003,95.360001,94.480003,94.739998,-0.3650418609856166,1.6914028735684454,1.6914028735684457,2.056444734554062,2.056444734554062,1.0,1.0,0.009688940770335242,0.2249071144773551,-0.15172468950992965,39958000.0,55933000.0,38558000.0,46711000.0,41865000.0,5,53244469.45983379,36201270.37996445,-0.23865100227574604,-0.16241058388624335,0.056183954839658976,-0.09531238610188193
45,AAPL,2014-08-11,19,-0.4745519500704594,95.269997,96.040001,97.5,97.980003,-0.6380316802973471,-2.8445534641929218,2.8445534641929218,-2.2065217838955746,2.2065217838955746,0.0,0.0,-0.36694286321694947,0.009688940770335242,0.2249071144773551,36585000.0,33795000.0,31916000.0,28116000.0,48951000.0,5,53244469.45983379,36201270.37996445,-0.4798690564585334,-0.23865100227574604,-0.16241058388624335,0.056183954839658976
46,AAPL,2014-08-18,26,-0.09792014608317468,98.489998,99.410004,100.580002,101.32,-2.0208977781037625,-2.8733902502465205,2.8733902502465205,-0.852492472142758,0.852492472142758,0.0,0.0,-0.4745519500704594,-0.36694286321694947,0.009688940770335242,47572000.0,69399000.0,52699000.0,33478000.0,44184000.0,5,53244469.45983379,36201270.37996445,-0.10436289721823579,-0.4798690564585334,-0.23865100227574604,-0.16241058388624335
47,AAPL,2014-08-25,23,-0.25933377636343957,101.790001,101.419998,102.25,102.5,-0.5092854270898042,-0.697513501350684,0.697513501350684,-0.18822807426087984,0.18822807426087984,0.0,0.0,-0.09792014608317468,-0.4745519500704594,-0.36694286321694947,40270000.0,33152000.0,52369000.0,68460000.0,44595000.0,5,53244469.45983379,36201270.37996445,-0.1512452298597807,-0.10436289721823579,-0.4798690564585334,-0.23865100227574604
48,AAPL,2014-09-01,28,0.009688940770335242,,103.059998,98.120003,98.970001,-0.2335992985035549,3.9685591688057253,,4.20215846730928,4.20215846730928,1.0,1.0,-0.25933377636343957,-0.09792014608317468,-0.4745519500704594,0.0,53564000.0,125421000.0,85718000.0,58457000.0,4,53244469.45983379,36201270.37996445,0.7608995554866287,-0.1512452298597807,-0.10436289721823579,-0.4798690564585334
49,AAPL,2014-09-08,45,0.9243661790251696,99.300003,99.080002,101.43,101.660004,0.8417207862184217,-2.3766373904339124,2.3766373904339124,-3.218358176652334,3.218358176652334,0.0,0.0,0.009688940770335242,-0.25933377636343957,-0.09792014608317468,46356700.0,189846300.0,100869600.0,62353100.0,62626100.0,5,53244469.45983379,36201270.37996445,1.0818927106448322,0.7608995554866287,-0.1512452298597807,-0.10436289721823579
50,AAPL,2014-09-15,31,0.17110257105060012,102.809998,99.800003,101.790001,100.959999,-1.712782286687858,1.7994349148805517,1.7994349148805515,3.5122172015684097,3.5122172015684097,1.0,1.0,0.9243661790251696,0.009688940770335242,-0.25933377636343957,61316500.0,66908100.0,60926500.0,37299400.0,70902400.0,5,53244469.45983379,36201270.37996445,0.17198596830491453,1.0818927106448322,0.7608995554866287,-0.1512452298597807
51,AAPL,2014-09-22,29,0.06349348419709021,101.800003,100.599998,97.870003,100.75,0.9180361318527351,1.0314371012346668,1.0314371012346666,0.11340096938193167,0.11340096938193167,1.0,1.0,0.17110257105060012,0.9243661790251696,0.009688940770335242,52788400.0,63402200.0,60171800.0,100092000.0,62370500.0,5,53244469.45983379,36201270.37996445,0.4011049995693678,0.17198596830491453,1.0818927106448322,0.7608995554866287
52,AAPL,2014-09-29,22,-0.3131383197901945,98.650002,100.809998,99.900002,99.620003,0.5728418222065327,-0.983275195473383,0.983275195473383,-1.5561170176799157,1.5561170176799157,0.0,0.0,0.06349348419709021,0.17110257105060012,0.9243661790251696,49766300.0,55264100.0,51491300.0,47757800.0,43469600.0,5,53244469.45983379,36201270.37996445,-0.10205855819575306,0.4011049995693678,0.17198596830491453,1.0818927106448322
53,AAPL,2014-10-06,21,-0.36694286321694947,99.949997,99.43,101.019997,100.730003,2.7409225169857665,-0.7803962215226482,0.7803962215226482,-3.521318738508415,3.521318738508415,0.0,0.0,-0.3131383197901945,0.06349348419709021,0.17110257105060012,37051200.0,42094200.0,57404700.0,77376500.0,66331600.0,5,53244469.45983379,36201270.37996445,0.07754342625831805,-0.10205855819575306,0.4011049995693678,0.17198596830491453
54,AAPL,2014-10-13,22,-0.3131383197901945,101.330002,100.389999,96.260002,97.669998,0.9374992662724705,3.6119647959742336,3.611964795974233,2.674465529701763,2.674465529701763,1.0,1.0,-0.36694286321694947,-0.3131383197901945,0.06349348419709021,53583400.0,63688600.0,100933600.0,72154500.0,68179700.0,5,53244469.45983379,36201270.37996445,0.5100232767075711,0.07754342625831805,-0.10205855819575306,0.4011049995693678
55,AAPL,2014-10-20,29,0.06349348419709021,98.32,103.019997,104.830002,105.220001,-2.640052492509977,-7.017901749389751,7.017901749389751,-4.377849256879774,4.377849256879774,0.0,0.0,-0.3131383197901945,-0.36694286321694947,-0.3131383197901945,77517300.0,94623900.0,68263100.0,71074700.0,47053900.0,5,53244469.45983379,36201270.37996445,0.5099851564983764,0.5100232767075711,0.07754342625831805,-0.10205855819575306
56,AAPL,2014-10-27,25,-0.15172468950992965,104.849998,105.400002,106.980003,108.0,-3.5390354655999285,-3.0042938102869594,3.0042938102869594,0.5347416553129691,0.5347416553129691,0.0,1.0,0.06349348419709021,-0.3131383197901945,-0.36694286321694947,34187700.0,48060900.0,52687900.0,40654800.0,44639300.0,5,53244469.45983379,36201270.37996445,-0.2540891345328204,0.5099851564983764,0.5100232767075711,0.07754342625831805
57,AAPL,2014-11-03,22,-0.3131383197901945,108.220001,109.360001,108.699997,109.010002,-1.0524429033859617,-0.7299953730364536,0.7299953730364536,0.3224475303495081,0.3224475303495081,0.0,1.0,-0.15172468950992965,0.06349348419709021,-0.3131383197901945,52282600.0,41574400.0,37435900.0,34968500.0,33691500.0,5,53244469.45983379,36201270.37996445,-0.3661166948209957,-0.2540891345328204,0.5099851564983764,0.5100232767075711
58,AAPL,2014-11-10,21,-0.36694286321694947,109.019997,108.699997,112.82,114.18,-0.3742947128664289,-4.733079381757829,4.733079381757829,-4.3587846688914,4.3587846688914,0.0,0.0,-0.3131383197901945,-0.15172468950992965,0.06349348419709021,27195500.0,27442300.0,46942400.0,59522900.0,44063600.0,5,53244469.45983379,36201270.37996445,-0.33731218080656167,-0.3661166948209957,-0.2540891345328204,0.5099851564983764
59,AAPL,2014-11-17,23,-0.25933377636343957,114.269997,113.940002,116.309998,116.470001,-1.0107330878606984,-1.925268274926088,1.9252682749260883,-0.9145351870653897,0.9145351870653897,0.0,0.0,-0.36694286321694947,-0.3131383197901945,-0.15172468950992965,46746700.0,44224000.0,41869200.0,43395500.0,57179300.0,5,53244469.45983379,36201270.37996445,-0.18125135916404925,-0.33731218080656167,-0.3661166948209957,-0.2540891345328204
60,AAPL,2014-11-24,18,-0.5283564934972144,116.849998,119.07,,118.93,-0.08763093516931675,-1.7800616479257514,1.7800616479257514,-1.6924307127564346,1.6924307127564346,0.0,0.0,-0.25933377636343957,-0.36694286321694947,-0.3131383197901945,47450800.0,68840400.0,40768300.0,0.0,24814400.0,4,53244469.45983379,36201270.37996445,-0.21479893877253017,-0.18125135916404925,-0.33731218080656167,-0.3661166948209957
61,AAPL,2014-12-01,24,-0.2055292329366846,118.809998,113.5,115.489998,115.0,-0.7377435550144004,3.2067991449675755,3.206799144967575,3.9445426999819757,3.9445426999819757,1.0,1.0,-0.5283564934972144,-0.25933377636343957,-0.36694286321694947,83814000.0,59348900.0,43063400.0,42044500.0,38318900.0,5,53244469.45983379,36201270.37996445,0.0020295017107153468,-0.21479893877253017,-0.18125135916404925,-0.33731218080656167
62,AAPL,2014-12-08,20,-0.4207474066437044,114.099998,110.190002,111.620003,109.730003,3.754450839361458,3.8299693922869333,3.8299693922869333,0.07551855292547538,0.07551855292547538,1.0,1.0,-0.2055292329366846,-0.5283564934972144,-0.25933377636343957,57664900.0,60208000.0,44565300.0,41401700.0,56028100.0,5,53244469.45983379,36201270.37996445,-0.03510565917977162,0.0020295017107153468,-0.21479893877253017,-0.18125135916404925
